,Unnamed: 0,Unnamed: 0.1,SAR EU,4G bands,Loudspeaker,Models,3G bands,2G bands,5G bands,Features,Announced,Size,OS,Single,Resolution,3.5mm jack,SAR,GPS,USB,CPU,Colors,Build,Radio,Technology,name,Card slot,Bluetooth,NFC,Status,Dimensions,Chipset,Triple,Speed,Type,Weight,Sensors,Video,WLAN,GPU,Internal,SIM,Price,Charging,Unnamed: 1,Quad,Protection,Dual,Display,Performance,Camera,Battery life,Audio quality,EDGE,GPRS,Music play,Stand-by,Talk time,Infrared port,Penta,Five
55,12,12,0.68 W/kg (head)     1.37 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - SM-N981U","Yes, with stereo speakers","SM-N981B, SM-N981B/DS, SM-N981U, SM-N981U1, SM-N981W, SM-N9810, SM-N981N",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"2, 5, 41, 66, 71, 260, 261 SA/NSA/Sub6/mmWave - SM-N981U","Dual video call, Auto-HDR","2020, August 05","6.7 inches, 108.4 cm2 (~89.2% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.0","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",No,0.95 W/kg (head)     0.72 W/kg (body),"Yes, with A-GPS, GLONASS, BDS, GALILEO","USB Type-C 3.2, USB On-The-Go","Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - Global
Octa-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585) - USA","Mystic Green, Mystic Bronze, Mystic Gray, Mystic Red, Mystic Blue","Glass front (Gorilla Glass 5), plastic back",FM radio (Snapdragon model only; market/operator dependent),GSM / CDMA / HSPA / EVDO / LTE / 5G,Samsung Galaxy Note20 5G,No,"5.0, A2DP, LE, aptX",Yes,"Available. Released 2020, August 21",161.6 x 75.2 x 8.3 mm (6.36 x 2.96 x 0.33 in),"Exynos 990 (7 nm+) - Global
Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA","12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS
64 MP, f/2.0, 27mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 3x hybrid zoom
12 MP, f/2.2, 120˚, 13mm (ultrawide), 1/2.55"", 1.4µm","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps, 5G","Li-Ion 4300 mAh, non-removable","192 g (Sub6 5G), 194 g (mmWave 5G) (6.77 oz)","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","4K@30/60fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","Mali-G77 MP11 - Global
Adreno 650 - USA","128GB 8GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM and/or eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",$ 650.00 / £ 703.99 / € 876.99,"Fast charging 25W
USB Power Delivery 3.0
Fast Qi/PMA wireless charging 15W
Reverse wireless charging 4.5W","Samsung Wireless DeX (desktop experience support)
ANT+
Bixby natural language commands and dictation
Samsung Pay (Visa, MasterCard certified)",,Corning Gorilla Glass 5,,,,,,,,,,,,,,
56,13,13,0.36 W/kg (head)     1.37 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66","Yes, with stereo speakers","SM-N980F, SM-N980F/DS",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,"Dual video call, Auto-HDR","2020, August 05","6.7 inches, 108.4 cm2 (~89.2% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.0","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",No,1.11 W/kg (head)     1.14 W/kg (body),"Yes, with A-GPS, GLONASS, BDS, GALILEO","USB Type-C 3.2, USB On-The-Go","Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - Global
Octa-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585) - USA","Mystic Green, Mystic Bronze, Mystic Gray, Mystic Red, Mystic Blue","Glass front (Gorilla Glass 5), plastic back",FM radio (Snapdragon model only; market/operator dependent),GSM / CDMA / HSPA / EVDO / LTE,Samsung Galaxy Note20,No,"5.0, A2DP, LE, aptX",Yes,"Available. Released 2020, August 21",161.6 x 75.2 x 8.3 mm (6.36 x 2.96 x 0.33 in),"Exynos 990 (7 nm+) - Global
Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA","12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS
64 MP, f/2.0, 27mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 3x hybrid zoom
12 MP, f/2.2, 120˚, 13mm (ultrawide), 1/2.55"", 1.4µm","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps","Li-Ion 4300 mAh, non-removable",192 g (6.77 oz),"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","4K@30/60fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","Mali-G77 MP11 - Global
Adreno 650 - USA",256GB 8GB RAM,"Single SIM (Nano-SIM and/or eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",$ 664.99 / £ 879.38 / € 830.54,"Fast charging 25W
USB Power Delivery 3.0
Fast Qi/PMA wireless charging 15W
Reverse wireless charging 4.5W","Samsung Wireless DeX (desktop experience support)
ANT+
Bixby natural language commands and dictation
Samsung Pay (Visa, MasterCard certified)",,Corning Gorilla Glass 5,,,,,,,,,,,,,,
57,14,14,,"1, 3, 5, 7, 8, 20",Yes,"SM-R850, SM-R840, SM-R855F, SM-R845F, SM-R855U, SM-R845U",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,,"2020, August 05",1.4 inches,Tizen OS 5.5,,360 x 360 pixels (~364 ppi density),No,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",No,Dual-core 1.15 GHz Cortex-A53,"Mystic Bronze, Mystic Black, Mystic White","Glass front (Gorilla Glass DX), stainless steel frame 316L or titanium frame",No,GSM / HSPA / LTE,Samsung Galaxy Watch3,No,"5.0, A2DP, LE",Yes,"Available. Released 2020, August 06",46.2 x 45 x 11.1 mm (1.82 x 1.77 x 0.44 in),Exynos 9110 (10 nm),,"HSPA 42.2/5.76 Mbps, LTE","Li-Ion 340 mAh, non-removable","53.8 (45mm), 48.2 g (41mm), 43 g (45mm tt.) (1.90 oz)","Accelerometer, gyro, heart rate, barometer",,Wi-Fi 802.11 b/g/n,Mali-T720,"4GB 1GB RAM, 8GB 1GB RAM",eSIM,$ 208.00 / € 240.90,Qi wireless charging,"Natural language commands and dictation
Samsung Pay",,Corning Gorilla Glass DX,,,,,,,,,,,,,,
58,15,15,1.06 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 40, 41, 66",-23.1 LUFS (Very good),"SM-T970, SM-T976B",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,"1, 3, 5, 7, 8, 20, 28, 40, 77, 78 SA/NSA","HDR, panorama","2020, August 05","12.4 inches, 446.1 cm2 (~84.6% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.1.1","8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","1752 x 2800 pixels, 16:10 ratio (~266 ppi density)",No,1.16 W/kg (body),"Yes, with A-GPS, GLONASS, BDS, GALILEO","USB Type-C 3.2, magnetic connector",Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585,"Mystic Black, Mystic Bronze, Mystic Silver, Phantom Navy","Glass front, aluminum back, aluminum frame",No,GSM / HSPA / LTE / 5G,Samsung Galaxy Tab S7+,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2020, August 21",285 x 185 x 5.7 mm (11.22 x 7.28 x 0.22 in),Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G","Li-Po 10090 mAh, non-removable",575 g (1.27 lb),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Adreno 650,"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",Nano-SIM,About 900 EUR,Fast charging 45W,,,,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF
5 MP, f/2.2, 12mm (ultrawide), 1.12µm",,,,,,,,,,,,,
59,0,0,1.38 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 40, 41, 66","Yes, with stereo speakers (4 speakers)","SM-T870, SM-T875, SM-T876B",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,"1, 3, 5, 7, 8, 20, 28, 40, 77, 78 SA/NSA","HDR, panorama","2020, August 05","11.0 inches, 350.9 cm2 (~83.6% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.1.1","8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","1600 x 2560 pixels, 16:10 ratio (~274 ppi density)",No,1.26 W/kg (body),"Yes, with A-GPS, GLONASS, BDS, GALILEO","USB Type-C 3.2, magnetic connector",Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585,"Mystic Black, Mystic Bronze, Mystic Silver, Phantom Navy","Glass front, aluminum back, aluminum frame",No,GSM / HSPA / LTE / 5G,Samsung Galaxy Tab S7,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2020, August 21",253.8 x 165.3 x 6.3 mm (9.99 x 6.51 x 0.25 in),Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G","Li-Po 8000 mAh, non-removable","498 g (Wi-Fi), 500 g (LTE), 502 g (5G) (1.10 lb)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Adreno 650,"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",Nano-SIM,About 700 EUR,Fast charging 45W,Samsung DeX,,,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF
5 MP, f/2.2, 12mm (ultrawide), 1.12µm",,,,,,,,,,,,,
60,1,1,0.80 W/kg (head)     1.45 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71 - International",Yes,"SM-F707B, SM-F707N, SM-F7070, SM-F707U, SM-F707U1, SM-F707W","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International, Canada",GSM 850 / 900 / 1800 / 1900,"1, 41, 77, 78, 79 Sub6 - China, Hong Kong",HDR,"2020, July 22","6.7 inches, 101.6 cm2 (~82.5% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.1.1","10 MP, f/2.4, 26mm (wide), 1.22µm",1080 x 2636 pixels (~425 ppi density),No,0.80 W/kg (head)     1.01 W/kg (body),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x3.09 GHz Kryo 585 & 3x2.40 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"Mystic Grey, Mystic Bronze, Mystic White","Plastic front, glass back (Gorilla Glass 6), aluminum frame",No,GSM / CDMA / HSPA / EVDO / LTE / 5G,Samsung Galaxy Z Flip 5G,No,"5.0, A2DP, LE",Yes,"Available. Released 2020, August 07","Unfolded: 167.3 x 73.6 x 7.2 mm
Folded: 87.4 x 73.6 x 17.3 mm",Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/200 Mbps, 5G","Li-Po 3300 mAh, non-removable",183 g (6.46 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",4K@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Adreno 650,256GB 8GB RAM,"Nano-SIM, eSIM","$ 598.95 / £ 899.00 / € 1,207.52","Fast charging 15W
Fast wireless charging 9W","Samsung Pay (Visa, MasterCard certified)",,,"12 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm",,,,,,,,,,,,,
61,2,2,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66",Yes,"SM-M317F, SM-M317F/DS",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2020, July 30","6.5 inches, 102.0 cm2 (~86.1% screen-to-body ratio)","Android 10, One UI 2.5","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Yes,1.38 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Mirage Black, Mirage Blue",,"FM radio, RDS, recording",GSM / HSPA / LTE,Samsung Galaxy M31s,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes (market/region dependent),"Available. Released 2020, August 06",159.3 x 74.4 x 9.3 mm (6.27 x 2.93 x 0.37 in),Exynos 9611 (10nm),"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 6000 mAh, non-removable",203 g (7.16 oz),"Fingerprint (side-mounted), accelerometer, gyro, compass","4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G72 MP3,"128GB 6GB RAM, 128GB 8GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",£ 549.00,"Fast charging 25W
Reverse charging",Virtual proximity sensing,,Corning Gorilla Glass 3,,,,,,,,,,,,,,
62,3,3,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,"SM-M017F, SM-M017F/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,"2020, July 16","6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.1","8 MP, f/2.0","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Yes,0.26 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x2.0 GHz & 4x1.5 GHz),"Light Blue, Gray","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Samsung Galaxy M01s,microSDXC (dedicated slot),"4.2, A2DP, LE",No,"Available. Released 2020, July 16",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),Mediatek MT6762 Helio P22 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 4000 mAh, non-removable",168 g (5.93 oz),"Fingerprint (rear-mounted), accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",PowerVR GE8320,32GB 3GB RAM,"Dual SIM (Nano-SIM, dual stand-by)",About 110 EUR,,eMMC 5.1,,,"13 MP, f/1.8, 28mm (wide), 1/3.1"", 1.12µm, AF
2 MP, f/2.4, (depth)",,,,,,,,,,,,,
63,4,4,,"1, 3, 5, 7, 8, 20, 38, 40, 41",Yes,"SM-M013F, SM-M013F/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,LED flash,"2020, July 27","5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)",Android 10 (Go edition),"5 MP, f/2.4","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",Yes,0.86 W/kg (head),"Yes, with A-GPS, GLONASS",microUSB 2.0,Quad-core 1.5 GHz Cortex-A53,"Black, Blue, Red","Plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Samsung Galaxy M01 Core,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2020, July 29",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),Mediatek MT6739 (28 nm),,"HSPA 21.1/5.76 Mbps, LTE","Li-Ion 3000 mAh, non-removable",150 g (5.29 oz),Accelerometer,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",PowerVR GE8100,"16GB 1GB RAM, 32GB 2GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 60 EUR,,eMMC 5.1,,,,,,,,,,,,,,,,
64,5,5,0.64 W/kg (head)     1.18 W/kg (body),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,"SM-A013F, SM-A013F/DS, SM-A013G, SM-A013G/DS, SM-A013M",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,LED flash,"2020, July 21","5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)",Android 10 (Go edition),"5 MP, f/2.4","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",Yes,,"Yes, with A-GPS",microUSB 2.0,Quad-core 1.5 GHz Cortex-A53,"Black, Blue, Red","Plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Samsung Galaxy A01 Core,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2020, August 06",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),Mediatek MT6739 (28 nm),,"HSPA 21.1/5.76 Mbps, LTE","Li-Ion 3000 mAh, non-removable",150 g (5.29 oz),Accelerometer,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",PowerVR GE8100,"16GB 1GB RAM, 16GB 2GB RAM, 32GB 2GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",$ 100.00 / £ 88.99 / € 97.68,,eMMC 5.1,,,,,,,,,,,,,,,,
65,6,6,,"2, 3, 4, 5, 7, 12, 13, 20, 28, 66",Yes,SM-A716V,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,"260, 261 SA/NSA/mmWave",HDR,"2020, July 07","6.7 inches, 108.4 cm2 (~87.9% screen-to-body ratio)","Android 10, One UI 2.1","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Yes,0.50 W/kg (head)     0.78 W/kg (body),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Prism Bricks Black,"Glass front (Gorilla Glass 3), plastic back, aluminum frame",No,GSM / HSPA / LTE / 5G,Samsung Galaxy A71 5G UW,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2020, July 16",162.8 x 75.7 x 8.4 mm (6.41 x 2.98 x 0.33 in),Qualcomm SM7250 Snapdragon 765G 5G (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A; 5G","Li-Po 4500 mAh, non-removable",188 g (6.63 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 620,128GB 8GB RAM,Pre-installed Nano-SIM,,Fast charging 25W,ANT+,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.2, (depth)",Corning Gorilla Glass 3,,,,,,,,,,,,,,
66,7,7,0.42 W/kg (head)     1.56 W/kg (body),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,"SM-M015G, SM-M015F, SM-M015G/DS, SM-M015F/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,"2020, June 02","5.7 inches, 81.6 cm2 (~78.1% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.1","5 MP, f/2.2, 1/5"", 1.12µm","720 x 1520 pixels, 19:9 ratio (~294 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),"Black, Blue, Red","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Samsung Galaxy M01,microSDXC (dedicated slot),"4.2, A2DP, LE",No,"Available. Released 2020, June 02",147.5 x 70.9 x 9.8 mm (5.81 x 2.79 x 0.39 in),Qualcomm SDM439 Snapdragon 439 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 4000 mAh, non-removable",168 g (5.93 oz),"Accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Adreno 505,32GB 3GB RAM,"Dual SIM (Nano-SIM, dual stand-by)",About 110 EUR,,eMMC 5.1,,,"13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, AF
2 MP, f/2.4, (depth)",,,,,,,,,,,,,
67,8,8,0.42 W/kg (head)     1.54 W/kg (body),"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41",-30.0 LUFS (Average),"SM-A217F, SM-A217F/DS, SM-A217F/DSN, SM-A217M, SM-A217M/DS, SM-A217N",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,"LED flash, panorama, HDR","2020, May 15","6.5 inches, 102.0 cm2 (~82.8% screen-to-body ratio)","Android 10, upgradable to Android 11, One UI 3.1","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),"Black, White, Blue, Red","Glass front, plastic frame, plastic back","FM radio, RDS, recording",GSM / HSPA / LTE,Samsung Galaxy A21s,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes (market/region dependent),"Available. Released 2020, June 02",163.7 x 75.3 x 8.9 mm (6.44 x 2.96 x 0.35 in),Exynos 850 (8nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 5000 mAh, non-removable",192 g (6.77 oz),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G52,"32GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 3GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","$ 184.99 / £ 164.99 / € 167.53 / ₹ 14,990",Fast charging 15W,,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,Contrast ratio: 1287:1 (nominal),"AnTuTu: 107157 (v8)
GeekBench: 1100 (v5.1)
GFXBench: 11fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 119h,,,,,,,,,
68,0,0,,"1, 3, 5, 8, 40, 41",Yes,"SM-J260GU, SM-J260GU/DS, SM-J260FU, SM-J260MU",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, HDR, panorama","2020, April 27","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)",Android 8.1 Oreo (Go edition),"5 MP, f/2.2","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Yes,0.99 W/kg (head),"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Quad-core 1.4 GHz Cortex-A53,"Black, Gold, Blue","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Samsung Galaxy J2 Core (2020),microSDXC (dedicated slot),"4.2, A2DP",No,"Available. Released 2020, April 27",143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),Qualcomm MSM8917 Snapdragon 425 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 2600 mAh, removable",154 g (5.43 oz),"Accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Adreno 308,16GB 1GB RAM,"Dual SIM (Micro-SIM, dual stand-by)",About 130 EUR,,eMMC 5.0,,,,,,,,,,,,,,,,
